person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,aggressive_loan_flag,risk_inversion_score,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes,income_bucket_Mid,income_bucket_High,income_bucket_Very High,predicted_status,actual_status
26.0,40402.0,3,9000.0,13.72,0.22,2.0,634,0,0.0047533858267716535,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,1
22.0,22704.0,0,3000.0,10.96,0.13,2.0,522,0,0.002724282982791587,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1
25.0,47421.0,2,16000.0,15.65,0.34,2.0,656,1,0.008098934550989347,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
30.0,24523.0,6,4750.0,13.61,0.19,8.0,684,0,0.003775036496350365,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1
29.0,66156.0,7,5000.0,15.41,0.08,7.0,565,0,0.0021780918727915197,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
24.0,154488.0,0,18000.0,17.27,0.12,2.0,691,0,0.002994797687861272,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1
28.0,111453.0,7,10274.0,16.37,0.09,8.0,692,0,0.002125974025974026,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1,1
28.0,39682.0,7,9000.0,15.62,0.23,10.0,671,0,0.005346130952380952,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,1,1
36.0,58605.0,14,20000.0,13.61,0.34,14.0,503,0,0.009181349206349205,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1
26.0,31122.0,1,10000.0,11.01,0.32,4.0,647,0,0.005437037037037037,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
26.0,98825.0,1,8000.0,16.29,0.08,3.0,604,0,0.002154049586776859,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1
23.0,43042.0,1,22250.0,12.69,0.52,3.0,678,0,0.00971840942562592,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
28.0,94647.0,8,12000.0,16.95,0.13,7.0,717,0,0.003068941504178273,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
27.0,47864.0,6,16000.0,12.73,0.33,8.0,677,0,0.006196017699115045,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1,1
22.0,51300.0,0,12000.0,15.65,0.23,3.0,680,0,0.0052856093979442,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
26.0,41551.0,2,6000.0,15.61,0.14,4.0,673,0,0.003242433234421365,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
28.0,53494.0,3,17508.0,11.09,0.33,10.0,705,0,0.00518371104815864,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1,1
24.0,69920.0,0,9925.0,15.58,0.14,2.0,616,0,0.0035351701782820096,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1
26.0,45287.0,4,14000.0,9.88,0.31,2.0,647,0,0.004726543209876544,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
32.0,37114.0,9,14369.0,12.64,0.39,8.0,567,0,0.008678873239436622,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
24.0,118910.0,3,15950.0,16.25,0.13,2.0,611,0,0.0034517973856209153,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1
25.0,41835.0,3,5800.0,13.48,0.14,3.0,632,0,0.002981358609794629,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1,1
32.0,40016.0,7,8475.0,11.01,0.21,6.0,656,0,0.0035191780821917807,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
28.0,31597.0,6,11500.0,14.46,0.36,6.0,724,0,0.0071801379310344835,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,1,1
26.0,65941.0,3,9600.0,16.02,0.15,6.0,696,0,0.0034476327116212337,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
25.0,90938.0,1,25000.0,10.36,0.27,2.0,577,0,0.004839446366782007,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
27.0,98925.0,7,20000.0,17.51,0.2,8.0,597,0,0.005856187290969901,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
25.0,71937.0,5,16600.0,14.18,0.23,4.0,660,0,0.004934039334341906,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
24.0,94649.0,2,30000.0,11.01,0.32,4.0,624,0,0.00563712,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
22.0,36904.0,0,10000.0,10.37,0.27,4.0,639,0,0.00437484375,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
22.0,50348.0,0,3600.0,16.77,0.07,3.0,685,0,0.0017112244897959186,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
24.0,68296.0,2,20000.0,16.7,0.29,4.0,693,0,0.006978386167146973,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
23.0,45370.0,0,5500.0,15.31,0.12,2.0,570,0,0.0032175131348511385,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
31.0,36743.0,9,13798.0,12.45,0.38,8.0,680,0,0.0069471365638766516,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,1
22.0,106683.0,0,25000.0,18.09,0.23,2.0,624,0,0.006657120000000001,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1
25.0,24035.0,0,5000.0,9.62,0.21,2.0,530,0,0.0038045197740112988,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1,1
23.0,47672.0,0,5000.0,12.11,0.1,3.0,507,0,0.0023838582677165356,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,1
30.0,66896.0,4,15000.0,15.61,0.22,10.0,669,0,0.005125671641791044,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
30.0,62216.0,8,13042.0,16.09,0.21,6.0,587,0,0.005746428571428571,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
27.0,15257.0,4,8118.0,14.34,0.53,5.0,674,0,0.011259555555555556,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1,1
23.0,36679.0,0,4000.0,16.06,0.11,2.0,672,0,0.0026249628528974738,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
31.0,13665.0,7,2000.0,14.72,0.15,5.0,551,0,0.004,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1,1
34.0,71923.0,15,20000.0,11.01,0.28,7.0,651,0,0.004728220858895705,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1
23.0,34552.0,0,3321.0,14.01,0.1,3.0,500,0,0.0027964071856287427,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
37.0,294457.0,12,35000.0,18.39,0.12,14.0,630,0,0.003497305863708399,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1
28.0,51230.0,8,12250.0,14.59,0.24,10.0,667,0,0.0052419161676646705,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1
27.0,38293.0,4,10000.0,8.0,0.26,9.0,565,0,0.0036749116607773854,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
39.0,54329.0,16,15000.0,12.53,0.28,13.0,651,0,0.005380981595092024,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
38.0,37120.0,16,15000.0,14.61,0.4,15.0,639,0,0.00913125,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
38.0,77957.0,14,23610.0,13.48,0.3,12.0,707,0,0.005711864406779661,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
22.0,41984.0,2,2500.0,13.57,0.06,3.0,532,0,0.001527579737335835,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
30.0,73353.0,7,18382.0,13.77,0.25,5.0,657,0,0.005231762917933131,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1,1
28.0,34991.0,6,8700.0,14.61,0.25,10.0,650,0,0.005610599078341013,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
35.0,96996.0,15,25000.0,14.09,0.26,10.0,596,0,0.006136348408710218,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,1
22.0,22364.0,4,3000.0,7.9,0.13,4.0,672,0,0.0015260029717682022,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1,1
26.0,15419.0,4,6100.0,7.51,0.4,4.0,631,0,0.004753164556962025,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,1,1
23.0,39861.0,3,14090.0,9.5,0.35,2.0,614,0,0.00540650406504065,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
32.0,54204.0,11,15000.0,13.58,0.28,5.0,619,0,0.006132903225806452,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,1
27.0,36989.0,7,13000.0,7.88,0.35,10.0,703,0,0.003917613636363637,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
27.0,39601.0,4,10000.0,12.42,0.25,8.0,682,0,0.0045461200585651534,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
41.0,45779.0,22,19844.0,13.1,0.43,16.0,584,0,0.009629059829059828,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
33.0,39195.0,8,10772.0,14.37,0.27,5.0,622,0,0.006227768860353131,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
22.0,42793.0,0,9600.0,19.16,0.22,4.0,662,0,0.0063577677224736055,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
22.0,29768.0,2,8800.0,9.32,0.3,4.0,487,0,0.0057295081967213115,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
25.0,31070.0,5,8500.0,11.54,0.27,3.0,584,0,0.005326153846153847,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
38.0,68241.0,15,22000.0,10.75,0.32,15.0,625,0,0.005495207667731629,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
33.0,88781.0,10,5000.0,16.29,0.06,9.0,685,0,0.0014247813411078717,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1
22.0,34742.0,2,8000.0,14.18,0.23,3.0,648,0,0.005025269645608629,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
23.0,44385.0,4,15000.0,10.25,0.34,3.0,735,0,0.004735054347826087,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
21.0,25106.0,0,5000.0,11.01,0.2,3.0,636,0,0.0034568288854003137,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
23.0,15016.0,0,2100.0,8.94,0.14,2.0,622,0,0.002008988764044944,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,1,1
43.0,184295.0,20,25000.0,20.0,0.14,15.0,720,0,0.0038834951456310682,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1
28.0,44376.0,4,12000.0,5.42,0.27,10.0,579,0,0.0025231034482758622,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
24.0,28862.0,4,7500.0,13.24,0.26,2.0,700,0,0.0049106990014265335,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
26.0,41784.0,2,15346.0,12.27,0.37,3.0,670,0,0.006765871833084947,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
28.0,27638.0,6,11500.0,8.49,0.42,5.0,612,0,0.0058169657422512235,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
42.0,119453.0,20,24250.0,14.22,0.2,14.0,639,0,0.004443750000000001,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1
27.0,40590.0,5,10625.0,6.62,0.26,5.0,553,0,0.0031068592057761735,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
21.0,40769.0,0,2000.0,13.61,0.05,4.0,638,0,0.001064945226917058,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
37.0,47699.0,12,15000.0,10.96,0.31,12.0,662,0,0.005124585218702866,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
33.0,101799.0,13,15000.0,16.7,0.15,9.0,500,0,0.005,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,1,1
21.0,44309.0,0,11000.0,10.37,0.25,4.0,529,0,0.004891509433962264,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,1,1
23.0,29966.0,1,5000.0,15.99,0.17,2.0,673,0,0.004033086053412463,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,1
26.0,31069.0,1,8500.0,11.53,0.27,3.0,601,0,0.005171262458471761,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
27.0,158393.0,7,12645.0,15.15,0.08,7.0,552,0,0.0021916817359855334,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
27.0,72662.0,6,7750.0,14.84,0.11,9.0,645,0,0.002526934984520124,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,1
29.0,69230.0,6,18000.0,11.01,0.26,8.0,638,0,0.00447981220657277,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
27.0,33537.0,3,9750.0,9.63,0.29,6.0,523,0,0.005329580152671756,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
37.0,182324.0,14,25000.0,18.58,0.14,12.0,633,0,0.004102839116719243,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,1,1
36.0,108834.0,12,30000.0,15.99,0.28,11.0,610,0,0.007327659574468086,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1,1
24.0,87591.0,2,17600.0,17.19,0.2,4.0,575,0,0.005968750000000001,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
31.0,83980.0,11,24029.0,15.48,0.29,6.0,666,0,0.006730434782608694,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
27.0,51337.0,4,3139.0,14.69,0.06,7.0,625,0,0.0014079872204472842,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1
33.0,47127.0,9,2558.0,15.9,0.05,6.0,633,0,0.0012539432176656151,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,1
23.0,18211.0,0,3000.0,8.0,0.16,3.0,623,0,0.0020512820512820513,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,1,1
27.0,36851.0,5,14500.0,12.45,0.39,7.0,693,0,0.006996397694524496,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
22.0,41844.0,0,6500.0,13.22,0.16,3.0,607,0,0.003478947368421053,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
23.0,55997.0,0,10000.0,13.43,0.18,4.0,667,0,0.0036188622754491015,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
25.0,47692.0,1,16000.0,13.57,0.34,2.0,610,0,0.007551227495908347,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
26.0,88884.0,5,5000.0,15.31,0.06,2.0,662,0,0.0013855203619909501,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1,1
29.0,34292.0,8,10000.0,12.84,0.29,7.0,475,0,0.007822689075630251,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,1
33.0,24046.0,10,8000.0,7.66,0.33,6.0,586,0,0.0043063032367972745,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1,1
24.0,64495.0,5,8000.0,16.12,0.12,3.0,576,0,0.003352512998266898,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
30.0,48899.0,9,13243.0,13.14,0.27,6.0,668,0,0.005303139013452916,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
28.0,51275.0,8,6000.0,14.45,0.12,5.0,658,0,0.0026312594840667675,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
26.0,63535.0,3,6500.0,15.68,0.1,3.0,554,0,0.0028252252252252254,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1
30.0,65715.0,3,16200.0,15.57,0.25,10.0,528,0,0.007358223062381853,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
26.0,116217.0,2,24000.0,15.28,0.21,2.0,670,0,0.004782116244411326,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1
22.0,32047.0,4,8000.0,11.99,0.25,4.0,672,0,0.0044539375928677565,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,1,1
23.0,49370.0,0,15000.0,7.49,0.3,3.0,616,0,0.0036418152350081038,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1
21.0,26038.0,0,6500.0,11.89,0.25,4.0,659,0,0.004503787878787879,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,1,1
28.0,35104.0,3,8700.0,14.61,0.25,8.0,637,0,0.005724921630094044,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1,1
34.0,191446.0,12,27326.0,17.17,0.14,10.0,691,0,0.0034736994219653184,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,1,1
24.0,75484.0,2,20000.0,11.12,0.26,2.0,562,0,0.005135346358792185,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1,1
33.0,30996.0,10,1600.0,16.69,0.05,6.0,595,0,0.0014001677852348996,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1,1
23.0,37174.0,0,8723.0,14.85,0.23,4.0,626,0,0.005447368421052632,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
25.0,33069.0,1,10000.0,8.74,0.3,6.0,684,0,0.003827737226277372,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
27.0,83561.0,2,6000.0,15.37,0.07,7.0,639,0,0.00168109375,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,1
26.0,66972.0,2,15459.0,14.27,0.23,4.0,586,0,0.005591311754684839,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,1,1
23.0,24183.0,0,3000.0,9.99,0.12,3.0,644,0,0.0018586046511627908,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,1
28.0,36107.0,8,8000.0,13.11,0.22,9.0,663,0,0.00434367469879518,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1,1
24.0,35690.0,0,9250.0,13.57,0.26,3.0,611,0,0.005765032679738562,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,1
